code,pred,close
600226,0.3288960346906285,5.66
600714,0.3254025820544374,13.4
000657,0.3236038076631988,58.11
002080,0.3192041048707467,50.08
002655,0.3075038937364017,26.63
002297,0.3069730143780264,17.08
002222,0.3037326867097653,57.52
603011,0.2983797534592361,17.64
001267,0.2959951422688409,32.01
603256,0.2940225196326878,155.06
