code,period_end,avail_from,roe,net_profit_yoy,revenue_yoy,eps,eps_annualized,bvps,industry
301116,20240930,2024-10-01,7.83,2721.59,-7.2972009891,0.33,0.44,4.080830859054,养殖业
301115,20240930,2024-10-01,0.8,-72.93,12.0546852292,0.11,0.14666666666666667,13.965696186044,专业服务
301105,20240930,2024-10-01,0.46,211.48,8.5488896454,0.0784,0.10453333333333333,17.1078974102,专用设备
301098,20240930,2024-10-01,1.37,-62.31,-6.6648849265,0.1,0.13333333333333333,6.906993947074,基础建设
301091,20240930,2024-10-01,2.62,13.19,-11.5857341377,0.11,0.14666666666666667,5.64003110641,工程咨询服务Ⅱ
301089,20240930,2024-10-01,-0.17,-100.85,-56.3407650666,-0.02,-0.026666666666666665,12.398657898763,化学制药
301085,20240930,2024-10-01,5.16,-31.39,-14.5347575086,0.66,0.88,12.771519430532,IT服务Ⅱ
301080,20240930,2024-10-01,3.23,-34.85,12.3382945314,0.4982,0.6642666666666666,21.430892866833,生物制品
301079,20240930,2024-10-01,3.46,-7.87,24.0337773419,0.1681,0.22413333333333332,4.479226101292,工程机械
301067,20240930,2024-10-01,0.66,-62.65,33.1282951426,0.06,0.07999999999999999,8.666007098914,消费电子
301063,20240930,2024-10-01,1.48,-61.49,6.2310059241,0.22,0.29333333333333333,14.643746842826,专用设备
301056,20240930,2024-10-01,9.5,24.69,2.7408169039,0.3,0.39999999999999997,3.191752189325,专用设备
301048,20240930,2024-10-01,4.16,-39.87,-0.4983424405,0.2,0.26666666666666666,4.801434466396,轨交设备Ⅱ
301042,20240930,2024-10-01,6.6,15.21,14.7839396229,1.1012,1.4682666666666666,15.917411792185,计算机设备
301029,20240930,2024-10-01,10.51,-27.31,-15.7193933102,0.52,0.6933333333333334,5.499806586675,自动化设备
301017,20240930,2024-10-01,-0.62,-108.15,8.3203472346,-0.03,-0.039999999999999994,5.139093332342,医药商业
301011,20240930,2024-10-01,9.77,55.74,26.39344275,0.47,0.6266666666666666,4.98322537998,文娱用品
301007,20240930,2024-10-01,6.18,-2.2,11.3041973688,0.27,0.36,4.288861018456,汽车零部件
301004,20240930,2024-10-01,35.92,69.2,61.5969176941,3.71,4.946666666666666,16.17015952317,家居用品
300996,20240930,2024-10-01,1.25,148.36,5.859066431,0.0529,0.07053333333333334,5.864130668442,软件开发
300995,20240930,2024-10-01,0.88,10.28,26.0044530254,0.0664,0.08853333333333332,7.4377640202,塑料
300989,20240930,2024-10-01,-2.6,-221.29,-20.3790410468,-0.13,-0.17333333333333334,4.772782074088,工程咨询服务Ⅱ
300986,20240930,2024-10-01,3.91,17893.02,13.4031377213,0.1734,0.2312,5.456422211554,专业工程
300981,20240930,2024-10-01,0.89,454.87,16.2190247961,0.1193,0.15906666666666666,14.397927997825,医疗器械
300973,20240930,2024-10-01,8.15,28.21,5.216202241,1.2075,1.6099999999999999,13.556041801103,休闲食品
300955,20240930,2024-10-01,0.23,-91.54,-5.1648699796,0.02,0.026666666666666665,9.536217346528,化妆品
300949,20240930,2024-10-01,-11.24,-81.51,-7.6954263873,-1.73,-2.3066666666666666,14.445963095866,基础建设
300948,20240930,2024-10-01,-0.84,-117.17,-50.5137462748,-0.0509,-0.06786666666666666,5.98815231124,基础建设
300947,20240930,2024-10-01,1.74,-18.48,14.0500743862,0.15,0.19999999999999998,8.186363806027,一般零售
300939,20240930,2024-10-01,5.41,-24.96,8.7683986377,0.61,0.8133333333333332,11.273854705917,光学光电子
300933,20240930,2024-10-01,2.91,-25.69,12.4078313318,0.104,0.13866666666666666,3.29646422729,电网设备
300928,20240930,2024-10-01,-3.25,-344.31,-13.8088989742,-0.49,-0.6533333333333333,14.83853762,汽车零部件
300920,20240930,2024-10-01,1.62,-2.57,20.2467059502,0.1896,0.25279999999999997,11.6874368678,塑料
300915,20240930,2024-10-01,5.65,32.44,8.3066015309,0.6789,0.9051999999999999,16.951907236111,饮料乳品
300896,20240930,2024-10-01,23.11,11.79,9.4576987326,5.26,7.013333333333333,24.571737448099,医疗美容
300894,20240930,2024-10-01,0.97,-93.22,-35.5149097451,0.04,0.05333333333333333,3.228728309229,厨卫电器
300891,20240930,2024-10-01,0.89,-47.93,-2.9984622881,0.0308,0.04106666666666667,3.21627608681,化学原料
300884,20240930,2024-10-01,1.29,-73.66,-16.8322426371,0.0704,0.09386666666666667,5.13491105131,计算机设备
300867,20240930,2024-10-01,4.14,11.71,-4.2483487026,0.5429,0.7238666666666667,13.376608953451,环境治理
300864,20240930,2024-10-01,10.47,11.94,12.4509493711,0.85,1.1333333333333333,8.157741584135,环境治理
300861,20240930,2024-10-01,4.3,-79.72,-43.2105786733,0.4194,0.5591999999999999,13.750793987963,通用设备
300860,20240930,2024-10-01,0.67,-62.42,2.89381311,0.12,0.15999999999999998,16.622074564939,专业服务
300851,20240930,2024-10-01,1.53,-48.76,3.91491965,0.2266,0.3021333333333333,14.601635144605,轨交设备Ⅱ
300849,20240930,2024-10-01,0.14,105.13,44.3207151975,0.0058,0.0077333333333333325,4.148504369133,化妆品
300843,20240930,2024-10-01,7.46,22.31,-2.206383416,0.58,0.7733333333333332,7.89703568602,消费电子
300842,20240930,2024-10-01,20.43,0.07,88.7706290625,2.08,2.7733333333333334,11.158413284364,光伏设备
300833,20240930,2024-10-01,10.89,-16.8,-6.3889598101,2.0425,2.723333333333333,18.885383652764,专用设备
300832,20240930,2024-10-01,17.54,16.59,17.4055389755,1.7609,2.3478666666666665,10.33345667104,医疗器械
300827,20240930,2024-10-01,15.76,44.82,-7.2973892635,0.6,0.7999999999999999,5.67351147911,光伏设备
300816,20240930,2024-10-01,6.26,221.64,-4.780995774,0.6445,0.8593333333333333,10.491865666,汽车零部件
300814,20240930,2024-10-01,2.66,7.01,12.144429805,0.18,0.24,6.494666360645,元件
300798,20240930,2024-10-01,0.51,-69.89,-0.2651117814,0.0188,0.025066666666666668,3.625378725344,化学制品
300791,20240930,2024-10-01,9.83,29.52,21.7958612066,0.7905,1.0539999999999998,9.431182418428,食品加工
300790,20240930,2024-10-01,7.01,221.38,33.6687350726,0.42,0.5599999999999999,5.236032693966,计算机设备
300787,20240930,2024-10-01,3.0,-52.62,10.7544317639,0.1788,0.23839999999999997,5.519638418861,消费电子
300779,20240930,2024-10-01,3.16,-68.13,10.0667661165,0.22,0.29333333333333333,6.735641711929,环境治理
300777,20240930,2024-10-01,5.57,-5.59,33.2635148769,0.5257,0.7009333333333332,9.669523208127,航空装备Ⅱ
300767,20240930,2024-10-01,-3.65,-462.02,-41.0716286394,-0.2299,-0.3065333333333333,5.752977291795,橡胶
300759,20240930,2024-10-01,10.9,24.82,3.0024582602,0.8028,1.0703999999999998,7.489768698977,医疗服务
300751,20240930,2024-10-01,10.39,6.3,52.0903433574,2.72,3.626666666666667,26.658179374102,光伏设备
300738,20240930,2024-10-01,3.36,-13.63,52.1749738028,0.1102,0.14693333333333333,3.222465863701,通信服务
300735,20240930,2024-10-01,3.08,-37.37,49.9096287867,0.1938,0.25839999999999996,6.262589097485,消费电子
300731,20240930,2024-10-01,1.77,-2.39,66.0639161325,0.08,0.10666666666666666,4.778413812003,橡胶
300730,20240930,2024-10-01,-18.36,48.5,18.1791847461,-0.26,-0.3466666666666667,1.290143962725,软件开发
300703,20240930,2024-10-01,7.08,-10.46,38.3261363496,0.3309,0.44120000000000004,4.664445355954,文娱用品
300701,20240930,2024-10-01,4.0,-2.4,56.8657306756,0.131,0.17466666666666666,3.312610475036,光学光电子
300700,20240930,2024-10-01,-7.02,-150.88,-60.7977714736,-0.22,-0.29333333333333333,2.881285799535,通用设备
300682,20240930,2024-10-01,2.11,-21.83,3.8007936253,0.1482,0.1976,6.899083662498,IT服务Ⅱ
300656,20240930,2024-10-01,-0.9,-159.73,-8.2551331702,-0.0594,-0.07919999999999999,6.531477039495,其他电子Ⅱ
300649,20240930,2024-10-01,-3.11,-212.4,-25.8532366106,-0.13,-0.17333333333333334,3.889778454227,基础建设
300639,20240930,2024-10-01,-5.75,-252.19,-28.2596589655,-0.4068,-0.5424,6.942685392142,医疗器械
300635,20240930,2024-10-01,0.53,-40.96,5.2006630433,0.0165,0.022,3.122130285207,工程咨询服务Ⅱ
300633,20240930,2024-10-01,3.36,-66.01,-4.7441531543,0.252,0.33599999999999997,7.210627443856,医疗器械
300629,20240930,2024-10-01,6.76,0.66,5.2592742094,0.4504,0.6005333333333334,6.809482354118,军工电子Ⅱ
300625,20240930,2024-10-01,2.0,-57.41,-10.9860447171,0.2197,0.2929333333333333,7.50038675088,照明设备Ⅱ
300624,20240930,2024-10-01,-0.42,-108.48,-3.9114392176,-0.03,-0.039999999999999994,6.592772201203,软件开发
300616,20240930,2024-10-01,-3.15,-2904.94,-22.2170115119,-0.54,-0.72,15.657586963565,家居用品
300611,20240930,2024-10-01,7.57,154.61,21.1589873132,0.37,0.4933333333333333,5.020097103689,汽车零部件
300606,20240930,2024-10-01,2.9,-36.24,-12.0402940394,0.15,0.19999999999999998,4.991898256814,通用设备
300602,20240930,2024-10-01,3.38,111.26,21.9922982133,0.2261,0.30146666666666666,6.56418665432,消费电子
300599,20240930,2024-10-01,-2.6,-294.6,-21.8890643337,-0.13,-0.17333333333333334,5.820721056265,装修建材
300598,20240930,2024-10-01,-5.48,46.25,3.4426627602,-0.3793,-0.5057333333333334,7.269455436483,软件开发
300594,20240930,2024-10-01,-4.79,-2129.61,4.0731639992,-0.47,-0.6266666666666666,9.468886966171,轨交设备Ⅱ
300590,20240930,2024-10-01,7.31,36.39,6.512989118,0.2919,0.3892,3.987033049872,通信设备
300583,20240930,2024-10-01,0.74,-75.94,-17.1346306667,0.08,0.10666666666666666,10.240283678318,化学制药
300577,20240930,2024-10-01,15.7,164.63,32.4824980772,1.34,1.7866666666666666,8.56578322158,服装家纺
300573,20240930,2024-10-01,16.03,59.47,30.2688303087,1.19,1.5866666666666664,9.332170450738,化学制药
300567,20240930,2024-10-01,2.39,752.58,18.4999236694,0.3,0.39999999999999997,11.996234285859,通用设备
300553,20240930,2024-10-01,1.92,-59.89,-10.7917665507,0.17,0.22666666666666668,8.742688977687,通用设备
300549,20240930,2024-10-01,2.27,-20.97,-4.0731259545,0.0939,0.12519999999999998,4.113234664542,专用设备
300539,20240930,2024-10-01,4.46,-11.94,9.7625630673,0.11,0.14666666666666667,2.463646069437,塑料
300537,20240930,2024-10-01,4.99,2.21,-2.1145581138,0.1799,0.23986666666666667,4.081351546267,电子化学品Ⅱ
300527,20240930,2024-10-01,0.2,102.36,113.8551866551,0.0052,0.006933333333333333,2.541054275367,地面兵装Ⅱ
300520,20240930,2024-10-01,-2.55,-173.36,-41.5079124145,-0.16,-0.21333333333333332,6.309966970171,软件开发
300516,20240930,2024-10-01,1.56,-53.42,-27.4100635406,0.1119,0.1492,7.089236848833,其他电子Ⅱ
300514,20240930,2024-10-01,16.53,-1.68,-2.1451283337,0.796,1.0613333333333332,5.0135681052,电网设备
300496,20240930,2024-10-01,1.58,-74.92,-4.6980039853,0.3309,0.44120000000000004,20.87527957709,IT服务Ⅱ
300484,20240930,2024-10-01,3.2,-5.05,5.8860485954,0.1005,0.134,3.084237147002,自动化设备
300483,20240930,2024-10-01,-2.96,-1036.47,1.5698984395,-0.292,-0.3893333333333333,9.15883365115,燃气Ⅱ
300474,20240930,2024-10-01,0.69,53.28,-5.992129692,0.05,0.06666666666666667,7.483736311031,军工电子Ⅱ
300461,20240930,2024-10-01,-5.15,-750.72,-0.2219158485,-0.22,-0.29333333333333333,4.132669347139,自动化设备
300460,20240930,2024-10-01,0.21,106.48,41.4551056493,0.0061,0.008133333333333333,2.941882817864,元件
300451,20240930,2024-10-01,1.14,-42.27,1.0109492136,0.03,0.039999999999999994,3.002241759742,软件开发
300449,20240930,2024-10-01,-6.24,47.46,15.9806256874,-0.0659,-0.08786666666666666,1.023942519877,计算机设备
300446,20240930,2024-10-01,11.22,120.77,30.206226641,0.6339,0.8452,5.90168193484,汽车零部件
300444,20240930,2024-10-01,7.29,11.35,0.5396362892,0.1456,0.19413333333333332,2.097396324626,电网设备
300443,20240930,2024-10-01,2.44,-54.39,-1.7203547298,0.4613,0.6150666666666667,18.998522841695,风电设备
300439,20240930,2024-10-01,7.97,-2.43,-4.3467565532,0.5844,0.7792,7.523993094514,医疗器械
300433,20240930,2024-10-01,5.05,43.74,36.7366462842,0.48,0.6399999999999999,9.494308203648,消费电子
300432,20240930,2024-10-01,7.43,177.26,40.7952749893,0.1817,0.24226666666666666,3.558102531844,电池
300427,20240930,2024-10-01,-5.44,-10.43,-46.1771177135,-0.1341,-0.1788,2.589711195661,电网设备
300426,20240930,2024-10-01,-74.38,-3219.98,-74.6970115653,-0.184,-0.24533333333333332,0.15592813026,影视院线
300423,20240930,2024-10-01,1.11,103.26,-40.9712991493,0.0327,0.0436,2.99291901422,电网设备
300419,20240930,2024-10-01,1.3,-56.64,-34.4941587988,0.0161,0.021466666666666665,1.240011454376,IT服务Ⅱ
300415,20240930,2024-10-01,18.87,31.71,24.952481113,1.03,1.3733333333333333,6.070453534734,专用设备
300406,20240930,2024-10-01,9.67,0.56,0.30083337,0.63,0.84,6.447302595599,医疗器械
300404,20240930,2024-10-01,4.48,87.98,55.0099170743,0.1133,0.15106666666666665,2.572661063028,医疗服务
300400,20240930,2024-10-01,7.15,56.43,0.1274145523,0.25,0.3333333333333333,3.201540237271,自动化设备
300381,20240930,2024-10-01,1.62,245.33,1.171460808,0.0873,0.1164,5.347060595937,化学制药
300370,20240930,2024-10-01,-5.79,71.17,-2.5450706342,-0.0221,-0.02946666666666667,0.374294089224,通用设备
300365,20240930,2024-10-01,0.47,-34.98,-7.1067347846,0.0155,0.020666666666666667,3.330358740799,软件开发
300355,20240930,2024-10-01,1.14,-82.31,-1.1461033,0.03,0.039999999999999994,2.730309832304,基础建设
300352,20240930,2024-10-01,-3.13,-2537.42,-20.8122445036,-0.0328,-0.04373333333333333,1.031762899156,软件开发
300350,20240930,2024-10-01,2.47,-81.6,-16.731624451,0.04,0.05333333333333333,1.644523554031,物流
300347,20240930,2024-10-01,3.85,-56.72,-10.3152792474,0.94,1.2533333333333332,24.354010665339,医疗服务
300346,20240930,2024-10-01,11.3,23.33,37.7395554748,0.41,0.5466666666666666,4.4986818049,电子化学品Ⅱ
300339,20240930,2024-10-01,3.26,12.74,11.4283875351,0.14,0.18666666666666668,4.313281361535,IT服务Ⅱ
300323,20240930,2024-10-01,-5.01,36.74,48.7326845378,-0.22,-0.29333333333333333,4.435899063392,光学光电子
300307,20240930,2024-10-01,9.93,163.81,3.7369959665,0.39,0.52,4.08003295645,专用设备
300300,20240930,2024-10-01,-32.03,55.96,7.852354428,-0.08,-0.10666666666666666,0.205150359844,IT服务Ⅱ
300299,20240930,2024-10-01,-7.51,-780.21,-22.002099697,-0.0607,-0.08093333333333333,0.78078535967,游戏Ⅱ
300289,20240930,2024-10-01,0.06,-95.49,-17.145798855,0.002,0.0026666666666666666,3.195288258867,医疗器械
300281,20240930,2024-10-01,1.12,24.45,6.814391611,0.034,0.04533333333333334,3.062006889849,专用设备
300278,20240930,2024-10-01,4.42,13.03,-2.1622147452,0.0546,0.0728,1.258486795271,自动化设备
300274,20240930,2024-10-01,24.52,5.21,7.6082332483,3.67,4.893333333333333,16.477319203886,光伏设备
300265,20240930,2024-10-01,2.3,-45.94,-0.4488628926,0.11,0.14666666666666667,4.913873232615,电网设备
300263,20240930,2024-10-01,4.77,-12.64,1.9375791913,0.17,0.22666666666666668,3.488350841838,通用设备
300261,20240930,2024-10-01,-2.49,-173.99,-14.5940191388,-0.0589,-0.07853333333333333,2.343825405595,农化制品
300251,20240930,2024-10-01,5.24,25.08,53.3690667685,0.16,0.21333333333333332,3.034303610203,影视院线
300248,20240930,2024-10-01,0.49,142.99,-0.8430437511,0.0218,0.029066666666666664,4.353857876938,计算机设备
300239,20240930,2024-10-01,3.93,-30.43,-13.8237419088,0.1116,0.1488,2.854973174897,生物制品
300238,20240930,2024-10-01,5.22,-32.55,-9.9736499314,0.1,0.13333333333333333,2.060709913267,医疗器械
300230,20240930,2024-10-01,5.25,-9.91,12.3542336377,0.1979,0.26386666666666664,3.79674139067,塑料
300220,20240930,2024-10-01,1.69,106.57,-6.5637672856,0.0068,0.009066666666666666,0.402788349272,自动化设备
300215,20240930,2024-10-01,0.79,300.56,5.2696308189,0.02,0.026666666666666665,2.646704980238,专业服务
300204,20240930,2024-10-01,-0.91,94.94,-4.9056652904,-0.02,-0.026666666666666665,2.161907297438,化学制药
300197,20240930,2024-10-01,-17.97,-110.35,-36.4770504045,-0.2313,-0.3084,1.25363794139,基础建设
300195,20240930,2024-10-01,0.13,-41.25,-4.6327764564,0.008,0.010666666666666666,6.285734397012,专用设备
300189,20240930,2024-10-01,-2.79,-86.95,5.5057399958,-0.0207,-0.0276,0.731876486504,种植业
300171,20240930,2024-10-01,1.94,-73.82,-19.3166862544,0.2003,0.2670666666666667,10.225124376366,医疗器械
300168,20240930,2024-10-01,-27.28,-65.52,-30.6509670157,-0.388,-0.5173333333333333,1.227763038932,IT服务Ⅱ
300162,20240930,2024-10-01,-4.46,-205.32,14.2145519636,-0.1057,-0.14093333333333333,2.238836281697,光学光电子
300161,20240930,2024-10-01,-4.13,-99.46,-14.543319589,-0.3375,-0.45,7.975487204164,通用设备
300159,20240930,2024-10-01,,-84.86,-44.8146764252,-0.1185,-0.15799999999999997,-0.092945586389,专用设备
300153,20240930,2024-10-01,2.95,26.84,16.7185890941,0.0782,0.10426666666666667,2.684681095281,其他电源设备Ⅱ
300142,20240930,2024-10-01,2.71,-53.67,-32.193917017,0.1603,0.21373333333333333,5.995967168847,生物制品
300141,20240930,2024-10-01,-0.08,-130.34,18.8693022381,-0.0021,-0.0027999999999999995,2.630805001406,电网设备
300140,20240930,2024-10-01,4.94,-3.39,-8.4879084542,0.2131,0.28413333333333335,4.454646879821,环境治理
300136,20240930,2024-10-01,7.35,3.08,14.3092416169,0.5511,0.7348,7.41941430027,消费电子
300134,20240930,2024-10-01,-5.2,-1044.75,-3.9591809317,-0.29,-0.3866666666666666,5.494737958355,通信设备
300132,20240930,2024-10-01,2.48,150.07,-3.7890344824,0.0631,0.08413333333333334,2.46881255502,化妆品
300128,20240930,2024-10-01,-15.21,-59.27,17.0062409147,-0.1228,-0.16373333333333334,0.705775022966,消费电子
300120,20240930,2024-10-01,2.2,-5.93,3.2650140879,0.1144,0.15253333333333333,5.254554838549,光学光电子
300113,20240930,2024-10-01,10.1,34.92,25.9645801242,0.32,0.42666666666666664,3.100106105868,游戏Ⅱ
300106,20240930,2024-10-01,-7.99,-96.34,-19.8051717026,-0.1968,-0.26239999999999997,2.364550107411,饮料乳品
300098,20240930,2024-10-01,-1.62,31.19,-20.3086841805,-0.03,-0.039999999999999994,1.627932556298,通信设备
300097,20240930,2024-10-01,2.02,-92.68,-9.2568884873,0.0442,0.05893333333333334,2.212674919478,自动化设备
300094,20240930,2024-10-01,-3.13,66.17,-24.1373810592,-0.07,-0.09333333333333334,2.213837585481,渔业
300088,20240930,2024-10-01,3.51,-4.14,37.1892792415,0.1193,0.15906666666666666,3.400449405612,光学光电子
300085,20240930,2024-10-01,-9.88,-16.18,-15.0314685226,-0.0892,-0.11893333333333334,0.854253371398,软件开发
300081,20240930,2024-10-01,-9.59,-42.43,-15.1023704124,-0.2364,-0.3152,2.354376887019,通信服务
300077,20240930,2024-10-01,-13.55,57.49,8.0140454893,-0.26,-0.3466666666666667,1.845972516144,半导体
300052,20240930,2024-10-01,-7.9,-4008.33,-9.8723466788,-0.14,-0.18666666666666668,1.696849568533,IT服务Ⅱ
300050,20240930,2024-10-01,-4.16,-42.02,-26.8405637817,-0.036,-0.047999999999999994,0.84722967319,通信服务
300049,20240930,2024-10-01,6.38,39.42,21.4199957177,0.3834,0.5112,6.025028382509,医疗器械
300047,20240930,2024-10-01,0.97,-9.63,39.3712728867,0.0505,0.06733333333333333,5.226992444478,软件开发
300042,20240930,2024-10-01,-6.25,-85.33,-43.1165551789,-0.3403,-0.4537333333333333,5.290657687974,计算机设备
300039,20240930,2024-10-01,-1.84,10.68,-2.8667092516,0.2075,0.2766666666666666,3.684213382629,中药Ⅱ
300037,20240930,2024-10-01,7.48,-12.0,1.513009557,0.93,1.24,12.302170342561,电池
300032,20240930,2024-10-01,-7.88,-1352.44,-53.225262582,-0.0749,-0.09986666666666666,0.898361859965,消费电子
300031,20240930,2024-10-01,6.39,129.83,1.2374049896,0.5748,0.7664,9.23882783254,游戏Ⅱ
300026,20240930,2024-10-01,1.92,-66.94,-9.7789886006,0.06,0.07999999999999999,2.924878125218,中药Ⅱ
300020,20240930,2024-10-01,-4.05,-224.3,-44.7387070266,-0.21,-0.27999999999999997,5.08681991337,IT服务Ⅱ
300016,20240930,2024-10-01,1.47,1156.34,12.2953262407,0.0497,0.06626666666666667,3.183057755703,化学制药
300002,20240930,2024-10-01,17.36,94.33,11.4175827537,0.5608,0.7477333333333332,3.481329585176,游戏Ⅱ
200761,20240930,2024-10-01,-20.44,-157.32,-7.5581791723,-0.777,-1.036,3.132142882977,普钢
200512,20240930,2024-10-01,5.16,-13.63,20.212695341,0.31,0.41333333333333333,5.850629513309,小家电
200468,20240930,2024-10-01,,-24.32,-12.8241924269,-0.097,-0.12933333333333333,-0.08299805107,通信设备
200429,20240930,2024-10-01,13.45,0.01,-5.0303992368,0.65,0.8666666666666667,4.879224504568,铁路公路
200055,20240930,2024-10-01,2.5,-43.81,-0.3052515879,0.1394,0.18586666666666665,5.629136599635,装修建材
200030,20240930,2024-10-01,5.76,16.15,4.8331470907,0.2581,0.3441333333333333,4.424860089494,汽车零部件
200012,20240930,2024-10-01,5.59,-46.38,-12.188861844,0.26,0.3466666666666667,4.582343704184,玻璃玻纤
003816,20240930,2024-10-01,8.51,2.93,4.0543382373,0.1978,0.2637333333333333,2.345562452764,电力
003042,20240930,2024-10-01,-3.87,34.56,12.6988836077,-0.39,-0.52,9.978061733296,农化制品
003037,20240930,2024-10-01,0.75,-65.28,-13.377003002,0.03,0.039999999999999994,4.59017449479,水泥
003032,20240930,2024-10-01,-3.06,-140.48,-59.4515838645,-0.1029,-0.1372,3.342302232266,教育
003031,20240930,2024-10-01,6.43,7.48,-1.0902613877,0.82,1.0933333333333333,12.999777029902,通信设备
003016,20240930,2024-10-01,-1.06,-125.03,-21.5212126676,-0.0699,-0.0932,6.286847899447,服装家纺
003010,20240930,2024-10-01,5.01,71.08,39.2473506713,0.21,0.27999999999999997,6.167473328986,互联网电商
002995,20240930,2024-10-01,-3.15,3.62,-17.0283792905,-0.1747,-0.23293333333333333,5.460827134767,广告营销
002991,20240930,2024-10-01,15.65,29.48,22.226401701,3.05,4.066666666666666,17.337523575475,休闲食品
002982,20240930,2024-10-01,5.22,259.71,5.4638650355,0.62,0.8266666666666667,11.188337869773,养殖业
002952,20240930,2024-10-01,1.96,-16.05,-2.7135279171,0.1042,0.13893333333333333,5.271912460204,光学光电子
002948,20240930,2024-10-01,9.51,15.6,8.1402369823,0.55,0.7333333333333334,6.222622798342,银行Ⅱ
002937,20240930,2024-10-01,12.46,1.33,-0.5956801193,0.64,0.8533333333333333,4.983510307468,汽车零部件
002919,20240930,2024-10-01,11.47,-41.66,-24.4417894003,0.3631,0.4841333333333333,3.276967939714,游戏Ⅱ
002917,20240930,2024-10-01,6.94,33.24,13.1009994914,0.3136,0.4181333333333333,4.474089662224,化学制品
002910,20240930,2024-10-01,-9.81,-577.87,-9.1728969656,-0.61,-0.8133333333333332,5.793956073761,饮料乳品
002908,20240930,2024-10-01,0.78,-82.49,-24.8964259739,0.0209,0.027866666666666665,2.632097666296,IT服务Ⅱ
002907,20240930,2024-10-01,4.53,66.56,19.2070559879,0.1786,0.23813333333333334,3.968610974114,中药Ⅱ
002901,20240930,2024-10-01,7.66,145.48,35.8811598594,0.5794,0.7725333333333333,7.640197327973,医疗器械
002888,20240930,2024-10-01,0.75,146.56,7.4346932883,0.0201,0.026799999999999997,2.578928165167,消费电子
002884,20240930,2024-10-01,14.71,17.92,23.5712161604,0.92,1.2266666666666666,6.173540005922,通用设备
002870,20240930,2024-10-01,8.07,-10.9,6.082079425,0.95,1.2666666666666666,12.015609529982,汽车零部件
002867,20240930,2024-10-01,13.08,-21.95,-13.4892145756,0.79,1.0533333333333332,5.661728798625,饰品
002861,20240930,2024-10-01,-3.92,-12.27,8.1617685842,-0.21,-0.27999999999999997,5.04727121029,消费电子
002860,20240930,2024-10-01,8.3,-20.15,-33.6973084276,0.47,0.6266666666666666,5.568368742798,家电零部件Ⅱ
002859,20240930,2024-10-01,5.96,2.73,19.0791405333,0.41,0.5466666666666666,6.664650089489,其他电子Ⅱ
002850,20240930,2024-10-01,9.21,27.86,10.6048001254,3.76,5.013333333333333,40.534032533097,电池
002835,20240930,2024-10-01,13.53,65.09,13.4268956726,0.67,0.8933333333333333,5.158918072956,计算机设备
002830,20240930,2024-10-01,2.43,7.69,-13.752987841,0.12,0.15999999999999998,4.847176172641,装修装饰Ⅱ
002826,20240930,2024-10-01,5.68,75.06,-4.7292442767,0.22,0.29333333333333333,3.8437550645,化学制药
002824,20240930,2024-10-01,3.31,-46.96,14.3487249635,0.2,0.26666666666666666,6.013745795218,工业金属
002820,20240930,2024-10-01,3.76,-43.1,-0.8618226995,0.18,0.24,4.624483304346,休闲食品
002813,20240930,2024-10-01,-11.64,-120.89,-4.3433163316,-0.3359,-0.44786666666666664,2.726763261,汽车零部件
002810,20240930,2024-10-01,9.15,-13.72,21.7805149418,0.58,0.7733333333333332,6.253541796439,化学制品
002807,20240930,2024-10-01,6.56,6.79,1.33,0.4641,0.6188,7.157870161454,银行Ⅱ
002806,20240930,2024-10-01,0.6,110.25,39.2848630545,0.0276,0.0368,4.395712500668,汽车零部件
002790,20240930,2024-10-01,5.99,-28.15,10.5897689757,0.3023,0.4030666666666667,5.011271390686,家居用品
002789,20240930,2024-10-01,12.38,-85.55,25.1263238033,0.0261,0.0348,0.207448068522,装修装饰Ⅱ
002780,20240930,2024-10-01,1.24,-28.84,-7.535981113,0.0543,0.07239999999999999,4.425045751602,服装家纺
002779,20240930,2024-10-01,5.59,-19.4,31.3785477081,0.2159,0.28786666666666666,5.436637802424,专用设备
002778,20240930,2024-10-01,-8.8,-65.45,-29.0531192246,-0.29,-0.3866666666666666,3.105667388999,环境治理
002775,20240930,2024-10-01,1.93,123.16,-37.8491692185,0.01,0.013333333333333332,0.359482896844,基础建设
002773,20240930,2024-10-01,11.96,17.97,13.7547947272,1.06,1.4133333333333333,9.171248020971,生物制品
002769,20240930,2024-10-01,-3.61,29.378636234,-9.3100060654,-0.12,-0.15999999999999998,3.183623736665,物流
002768,20240930,2024-10-01,9.92,21.17,11.7851182495,1.69,2.253333333333333,17.582784813899,塑料
002767,20240930,2024-10-01,1.2,-61.57,0.2269710369,0.0654,0.0872,5.455349187933,通用设备
002759,20240930,2024-10-01,-4.14,-833.01,-11.8274314456,-0.38,-0.5066666666666666,8.689487741861,电池
002755,20240930,2024-10-01,4.31,168.79,23.6398245121,0.14,0.18666666666666668,3.218878642921,化学制药
002752,20240930,2024-10-01,10.71,24.77,-3.4250615705,0.35,0.4666666666666666,3.401414367509,包装印刷
002745,20240930,2024-10-01,2.68,3.48,-4.3766776289,0.24,0.31999999999999995,8.67475436413,光学光电子
002742,20240930,2024-10-01,-9.16,69.59,-38.9569788838,-0.0926,-0.12346666666666667,0.448963413681,化学制药
002730,20240930,2024-10-01,4.27,-19.2,-15.3730753209,0.19,0.2533333333333333,4.365527463332,专用设备
002721,20240930,2024-10-01,0.03,100.12,-78.8195831911,0.0002,0.0002666666666666667,0.769165124369,饰品
002697,20240930,2024-10-01,9.22,-4.21,1.6526259942,0.29,0.3866666666666666,3.185227316243,一般零售
