序号,日期,动作,槽位,代码,行业,成交价,股数,成交额,滑动成本,实现收益%,实现盈亏元,槽位现金,账户净值,大盘MA60,备注
276,2026-06-16,卖出,1,002515,共封装光学(CPO),9.037,3800,34341.06,274.73,21.81,6149.31,35037.36,155711.8,站上,到期
277,2026-06-16,卖出,2,002254,光纤概念,16.755,900,15079.39,120.64,-11.54,-1966.9,15502.59,135642.19,站上,到期
278,2026-06-16,卖出,3,600176,PCB概念,49.243,1500,73864.32,590.91,24.88,14714.88,75110.56,200110.51,站上,到期
279,2026-06-16,买入,1,603042,光纤概念,16.248,2100,34120.7,272.97,,,916.66,125379.71,站上,持有至2026-06-24到期
280,2026-06-16,买入,2,002515,共封装光学(CPO),9.183,1600,14692.61,117.54,,,809.98,125263.1,站上,持有至2026-06-24到期
281,2026-06-16,买入,3,603078,光刻胶,47.356,1500,71033.76,568.27,,,4076.8,124699.34,站上,持有至2026-06-24到期
282,2026-06-24,卖出,1,603042,光纤概念,16.418,2100,34476.96,275.82,1.04,356.26,35393.62,158029.4,站上,到期
283,2026-06-24,卖出,2,002515,共封装光学(CPO),10.525,1600,16840.19,134.72,14.62,2147.58,17650.17,140546.59,站上,到期
284,2026-06-24,卖出,3,603078,光刻胶,45.781,1500,68671.2,549.37,-3.33,-2362.56,72748.0,195016.79,站上,到期
285,2026-06-24,买入,1,002254,光纤概念,18.487,1900,35124.77,281.0,,,268.85,125513.03,站上,持有至2026-07-01到期
286,2026-06-24,买入,2,002240,盐湖提锂,47.739,300,14321.66,114.57,,,3328.51,125399.36,站上,持有至2026-07-01到期
287,2026-06-24,买入,3,000823,共封装光学(CPO),23.708,3000,71124.48,569.0,,,1623.52,124834.88,站上,持有至2026-07-01到期
288,2026-07-01,卖出,1,002254,光纤概念,17.152,1900,32588.19,260.71,-7.22,-2536.58,32857.04,161059.07,站上,到期
289,2026-07-01,卖出,2,002240,盐湖提锂,45.285,300,13585.44,108.68,-5.14,-736.22,16913.95,142039.51,站上,到期
290,2026-07-01,卖出,3,000823,共封装光学(CPO),25.792,3000,77376.0,619.01,8.79,6251.52,78999.52,206770.51,站上,到期
291,2026-07-01,买入,1,002326,氟化工概念,26.228,1200,31473.79,251.79,,,1383.25,128520.72,站上,持有至2026-07-08到期
292,2026-07-01,买入,2,002759,氟化工概念,27.045,600,16226.78,129.81,,,687.16,128391.94,站上,持有至2026-07-08到期
293,2026-07-01,买入,3,002738,小金属概念,65.409,1200,78490.94,627.93,,,508.58,127768.99,站上,持有至2026-07-08到期
294,2026-07-08,卖出,1,002326,氟化工概念,21.338,1200,25605.5,204.84,-18.64,-5868.29,26988.76,140978.5,站上,到期
295,2026-07-08,卖出,2,002759,氟化工概念,21.1,600,12659.9,101.28,-21.98,-3566.88,13347.07,126866.4,站上,到期
296,2026-07-08,卖出,3,002738,小金属概念,56.197,1200,67436.16,539.49,-14.08,-11054.78,67944.74,176260.56,站上,到期
