序号,日期,动作,槽位,代码,行业,成交价,股数,成交额,滑动成本,实现收益%,实现盈亏元,槽位现金,账户净值,大盘MA60,备注
214,2026-05-19,卖出,3,000601,抽水蓄能,7.906,7300,57715.55,461.72,-3.05,-1813.9,58244.42,190468.35,站上,到期
215,2026-05-19,买入,1,600246,存储芯片,14.031,2400,33675.26,269.4,,,470.26,132020.09,站上,持有至2026-05-26到期
216,2026-05-19,买入,2,000586,光纤概念,20.735,1900,39395.66,315.17,,,501.74,131707.42,站上,持有至2026-05-26到期
217,2026-05-19,买入,3,600186,算力租赁,11.652,4900,57097.15,456.78,,,1147.27,131254.27,站上,持有至2026-05-26到期
218,2026-05-26,卖出,1,600246,存储芯片,14.92,2400,35807.23,286.46,6.33,2131.97,36277.49,171560.5,跌破,到期
219,2026-05-26,卖出,2,000586,光纤概念,17.598,1900,33436.35,267.49,-15.13,-5959.31,33938.09,168425.85,跌破,到期
220,2026-05-26,卖出,3,600186,算力租赁,13.084,4900,64113.95,512.91,12.29,7016.8,65261.22,200107.81,跌破,到期
221,2026-05-26,空仓等待,-,,,,,,,,,36277.49,135476.81,跌破,"MA60空头, 本周期不建仓, 现金等待"
222,2026-06-02,空仓等待,-,,,,,,,,,36277.49,135476.81,跌破,"MA60空头, 本周期不建仓, 现金等待"
223,2026-06-09,空仓等待,-,,,,,,,,,36277.49,135476.81,跌破,"MA60空头, 本周期不建仓, 现金等待"
224,2026-06-16,空仓等待,-,,,,,,,,,36277.49,135476.81,跌破,"MA60空头, 本周期不建仓, 现金等待"
225,2026-06-24,空仓等待,-,,,,,,,,,36277.49,135476.81,跌破,"MA60空头, 本周期不建仓, 现金等待"
226,2026-07-01,空仓等待,-,,,,,,,,,36277.49,135476.81,跌破,"MA60空头, 本周期不建仓, 现金等待"
